,0
0,到灾难来临之时，中国是做的最好的，为生在中国的我感觉到很安慰
1,太严重了
2,很明显这里的疫情比中国的武汉还要可怕十倍，根本看不到拐点出现的希望；希望意大利人民，一定要坚守自我隔离，不然意大利这个国家就彻底崩溃了。
3,到灾难来临之时，中国是做的最好的，为生在中国的我感觉到很安慰
4,太严重了
5,很明显这里的疫情比中国的武汉还要可怕十倍，根本看不到拐点出现的希望；希望意大利人民，一定要坚守自我隔离，不然意大利这个国家就彻底崩溃了。
6,根本看不到拐点出现的希望；希望意大利人民，一定要坚守自我隔离，不然意大利这个国家就彻底崩溃了；
7,猥亵儿童真是罪大恶极，犯罪份子得到惩罚大快人心，法院判决合法合理，支持！
8,严惩犯罪，保护儿童权益
9,生命超越国际和肤色，希望这次疫情早一天结束。
10,生命超越国际和肤色，希望这次疫情早一天结束。
11,意大利新冠肺炎单日病死率是全球最高的，世卫组织和国际社会应该把意大利当成医疗援助的重点，发扬人类团结友爱，大量援助医生，护士和医疗设备，使意大利的新冠患者治愈率有很大提高，病死率大幅下降。
12,生命超越国际和肤色，希望这次疫情早一天结束。
13,累计确诊破5万
14,相比之下觉得还是中国安全
15,很明显这里的疫情比中国的武汉还要可怕十倍，根本看不到拐点出现的希望；希望意大利人民，一定要坚守自我隔离
16,意大利加油
17,意大利加油
18,相比之下觉得还是中国安全
19,很明显这里的疫情比中国的武汉还要可怕十倍，根本看不到拐点出现的希望；希望意大利人民，一定要坚守自我隔离
20,意大利加油
21,相比之下觉得还是中国安全
22,意大利加油
23,相比之下觉得还是中国安全，。、、
24,累计确诊破5万
25,累计确诊破5万
26,处方1.警察负责（监督戴口罩，居民隔离等等。）2.军队负责（运输居民生活用品和医疗人员的医疗用品，生活用品。）3.政府负责（协调所有用品并有序分配。）4.医疗人员负责（按轻重分级病人，医治及安抚病人。）
27,她已经死了
28,这个
29,他们医生的防护根本不彻底，怪不得许多医护染病和死亡，太不专业了
30,天作孽，犹可恕……唉，可苦了我们的白衣战士...
31,生命超越国际和肤色，希望这次疫情早一天结束。
32,就他们这样自由的，50万都不稀奇
33,意大利新冠肺炎单日病死率是全球最高的，世卫组织和国际社会应该把意大利当成医疗援助的重点，发扬人类团结友爱，大量援助医生，护士和医疗设备，使意大利的新冠患者治愈率有很大提高，病死率大幅下降。
34,应该全力防止重症增加，积极为患者提供抗病毒治疗防止发展为重症
35,笔误：“向中国输入” 应改成“向中国输出”。
36,医护人员的防护服不够标准啊！易感
37,要不我们给意大利捐点物资，再给点钱打发得了。让他们照着抄作业他们都不会啊，不中用啊。我们的医务人员去帮忙，好了还好。后面他们再大大爆发了，还说我们水平不够或没有尽心帮他们。
38,意大利加油
39,好的国家还需要正确的领导
40,唉
41,多向中国学习学习经验……
42,好
43,自由是有代价的
44,意大利挺住！管住你们的腿，不给病毒传播的机会，你们会胜利的！
45,集全国之力降低的死亡率
46,意大利加油
47,这让中国救援队怎么去救？  就是每天工作24小时一个月不休息  也没办法救得过来啊
48,意大利太难了！
49,但意大利将率先控制住
50,我是你的铁杆粉丝。
51,也请中国网友们，不要再看热闹，不要再调侃；意大利在死亡线挣扎不了多久了；中国发生疫情，就在我身边，我都没有这么悲观过！请允许我先哭一会，我很难过；
52,意大利市民，我跪求你们 —— 隔离！隔离！隔离！
53,以前我向意大利朋友推荐我的口罩被他拒绝了。
54,
55,"很明显这里的疫情比中国的武汉还要可怕十倍，根本看不到拐点出现的希望；希望意大利人民，一定要坚守自我隔离，不然意大利这个国家就彻底崩溃了；想一想医务人员的处境，如果一线的医务人员，减员超过一半 ...... 现在看，这一切不可避免了；自私！会毁掉意大利的；战胜疫情！没有第二条路可走！看看意大利医护人员的防护级别，就是相当于裸奔！我预言，清明左右，意大利的医护人员会减员过半！是意大利人民自己
...展开全部"
56,太可怕了😱
57,意大利的面积是多少？没印象了，
58,国际疫情的严重性可能是我们迟迟不能开学的一个重要因素！愿别的国家拿出有力的防控措施象中国一样遏制疫情！
59,身为吃瓜群众的我此刻能做的 力所能及的 就是找把椅子看戏 打分 丹麦 捷克你2得加油 人家美国就表现很好望继续努力 英国呢 小金毛干嘛呢 好好看看
60,为意大利和全世界送上衷心的祝福！疫情无国界！抗疫需联手！
61,随后就是美国，英国了。这就是自由散漫自我为中心的代价。
62,恐怖
63,意呆利太惨了，大有赶超当时武汉之势！
64,为啥到现在这种状态医生还不穿防护服？
65,让那个反对戴口罩的议员下岗，回家给民众缝制口罩，不是他的发飙故事，不让大家戴口罩，疫情就不会扩散这么快的。
66,意大利加油啊！加油
67,意大利，每天看着你新增的数字瑟瑟发抖，峰值快过去！
68,估计这数据还有水分，但意大利现在也没什么可遮掩的，纯粹就是统计不过来了！现在意大利人还随便上街遛狗吗？
69,不管怎么说，意大利人散漫不怕死的精神我还是有点佩服
70,灾难面前意大利政府和中国专家组应该去拜会天主教教会，让他们出来说话，戴口罩是上帝的意思，呆在家里是上帝的意思，为你和他人健康必须呆在家里，别给政府添乱，疫情当前不戴口罩满街逛是要下地狱的
71,现在的意大利，当务之急是建立大型方舱医院，把所有意甲联赛的球场都用上，把所有感染者集中隔离，让未感染者居家隔离，不切断传染源，局面更难以控制。
72,哀其不幸。
73,"意大利，法国，德国……一定要挺住啊！
待疫情结束，你也该好好想想了，中国有句古话叫患难见真情，……记住是谁在危难的时候义无反顾不计恩怨的帮助了你！又是谁在你最需要救助的时候，冷漠的远远看着爱莫能助！长点心眼吧，不要再做米国人的小弟了，他们根本靠不住！"
74,要在重视程度上提高提高再提高
75,意大利的数字很恐惧让人焦虑，不敢向呆在旋涡中心米兰的孩子问太多，怕加重他的心理负担，让他反而宽慰我们父母，不知道该如何去帮助他，最恐惧的心理煎熬就是怕他一旦染上，被救治的生机在哪呢？当地中国留学生很多，面临危险时该如何自救和被救？如果驻派一支医疗队就好了，不小心被患上至少有中国医生救助，
76,意国迎高峰
77,我想知道美国从意大利带走的50万支检测试剂到底是不是中国捐助意大利的物资
78,有无相生阴阳：那是人家自己的，这种时候就不要想着搞矛盾了，这是全人类的灾难，麻烦你能尊重一下那些死难的人
79,这样下去，确诊数量超过中国就是一周的事情
80,看看如今的八国联军
81,3月20日才封？早在干嘛？
82,祈求天佑大地，意大利加油！！
83,死亡率破9了
84,措施太慢，人员还能出来捞
85,意大利人民你们一定要注意啊
86,好恐怖的
87,自由的代价，意大利就是作死的
88,我记得上学的时候地理老师说过意大利🇮🇹就是欧洲的脚和腿，意大利必须挺住，要不然欧洲真要倒下了
89,人间惨剧，意大利只有自强自律才能拯救自己
90,没有救了，意大利人自己启动了优胜劣汰的自然法则，可怜的老人们自求多福吧，阿门。
91,过于自信惹的祸
92,哎！我心痛！虽然是外国，但病毒死亡的都是无辜的人。心痛！！同时我更担心协助意大利的医护专家！辛苦了！
93,不可能接管ICU，那得需要上万人，怎么可能，援助只能指导，哪能包办？国内是一省包一市，各省医疗力量都压力山大！
94,意大利你能什么能，世界第一是美国不是你!
95,这就是要自由的代价
96,中国可以进行支持加大，哎
97,这是真的。
98,开岀药方你不用，自由散慢求乐道。新冠无情肆虐狂，无情带你入天堂！
99,一定可以挺过去的 加油。
100,太恐怖了！不拿新冠当回事，它肯定会把你当回事！
101,意大利加油，挺住
102,？
103,疫情无国界，医护人员有国界。当初嘲讽我们的人，我都记得，我心里在看他们的笑话，但我不会说出来，我也可以说一些假货，呵呵
104,意大利完蛋了，神仙也救不了，我们的专家回来吧。
105,天佑意大利！
106,哎
107,这个速度太恐怖了😱这死亡率还这么高！
108,小国又没有好的领导，没人救，可怜。
109,必须禁足啦！
110,希望快到拐点
111,那个情绪激烈反对戴口罩的议员，现在可以起诉他个贻误疫情最，
112,希望疫情尽快结束
113,封的太晚了
114,吧
115,小国
116,加油
117,战疫情
118,失去良机，成本翻倍。
119,这就是没有做好防控体制
120,还是百姓的防护认识差！
121,疫情严重
122,全球疫情蔓延，除了我们中国人民共产党员，人民警察还有我们的医护人员的全力以赴，还有人们潜意识的听党的号召力才取得了举世瞩目的成就，这是别的国家难以做到的！！！希望人们快点觉醒控制住疫情扩散，世界和平指日可待。“世界加油”
123,控制不给力啊
124,一个国家的正确举措，关系到每个国人的生死存亡。
125,前段时间的武汉
